order_id,order_date,customer_id,customer_name,gender,age,city,state,region,product_id,product_name,category,quantity,unit_price,discount,sales,cost,profit
O00083,2025-03-27,C0757,Arjun Singh,Female,39,Jaipur,Rajasthan,North,P016,Jacket,Fashion,2,4500,0.0,9000.0,5400,3600.0
O00084,2025-04-14,C0215,Raj Verma,Male,18,Kolkata,West Bengal,East,P008,Backpack,Accessories,1,2200,0.25,1650.0,1200,450.0
O00085,2025-05-23,C0474,Rahul Gupta,Male,57,Mumbai,Maharashtra,West,P009,Running Shoes,Sports,5,4500,0.1,20250.0,13500,6750.0
O00086,2025-07-24,C0385,Kavya Verma,Female,55,Mumbai,Maharashtra,West,P019,Cushion Set,Home Decor,2,1200,0.05,2280.0,1200,1080.0
O00087,2025-05-09,C0035,Kavya Mehta,Male,37,Bhubaneswar,Odisha,East,P014,T-Shirt,Fashion,2,1200,0.0,2400.0,1300,1100.0
O00088,2025-09-03,C0896,Varun Desai,Female,35,Pune,Maharashtra,West,P001,Laptop,Electronics,1,55000,0.1,49500.0,42000,7500.0
O00089,2025-02-07,C0407,Raj Iyer,Female,60,Kochi,Kerala,South,P020,Notebook Set,Stationery,2,500,0.05,950.0,440,510.0
O00090,2025-12-29,C0236,Simran Singh,Male,36,Bengaluru,Karnataka,South,P004,Smart Watch,Electronics,2,6500,0.05,12350.0,8000,4350.0
O00091,2025-04-19,C0110,Aarav Verma,Male,34,Bengaluru,Karnataka,South,P002,Smartphone,Electronics,2,28000,0.05,53200.0,43000,10200.0
O00092,2025-11-05,C0246,Varun Shah,Male,19,Mumbai,Maharashtra,West,P015,Jeans,Fashion,1,2500,0.15,2125.0,1400,725.0
O00093,2025-02-21,C0014,Nikhil Iyer,Male,20,Pune,Maharashtra,West,P010,Yoga Mat,Sports,1,1200,0.1,1080.0,650,430.0
O00094,2025-01-01,C0266,Nikhil Shah,Male,38,Pune,Maharashtra,West,P009,Running Shoes,Sports,1,4500,0.0,4500.0,2700,1800.0
O00095,2025-01-11,C0411,Raj Reddy,Female,27,Ahmedabad,Gujarat,West,P005,Office Chair,Furniture,1,8500,0.1,7650.0,6000,1650.0
O00096,2025-11-10,C0789,Rahul Iyer,Female,34,Ahmedabad,Gujarat,West,P011,Coffee Maker,Home Appliances,1,5500,0.15,4675.0,3400,1275.0
O00097,2025-08-23,C0565,Raj Nair,Male,42,Kochi,Kerala,South,P005,Office Chair,Furniture,1,8500,0.0,8500.0,6000,2500.0
O00098,2025-05-08,C0077,Rohan Nair,Male,21,Mumbai,Maharashtra,West,P019,Cushion Set,Home Decor,1,1200,0.2,960.0,600,360.0
O00099,2025-08-02,C0102,Simran Reddy,Male,18,Kochi,Kerala,South,P004,Smart Watch,Electronics,1,6500,0.1,5850.0,4000,1850.0
O00100,2025-08-31,C0320,Karan Mehta,Female,60,Lucknow,Uttar Pradesh,North,P019,Cushion Set,Home Decor,1,1200,0.25,900.0,600,300.0
O00101,2025-02-13,C0137,Nikhil Patel,Female,37,Hyderabad,Telangana,South,P011,Coffee Maker,Home Appliances,3,5500,0.05,15675.0,10200,5475.0
O00102,2025-01-06,C0019,Simran Desai,Male,40,Kochi,Kerala,South,P017,Table Lamp,Home Decor,2,1800,0.25,2700.0,1900,800.0
O00103,2025-06-05,C0700,Varun Singh,Female,53,Chennai,Tamil Nadu,South,P014,T-Shirt,Fashion,1,1200,0.15,1020.0,650,370.0
O00104,2025-01-08,C0014,Nikhil Iyer,Male,20,Pune,Maharashtra,West,P014,T-Shirt,Fashion,2,1200,0.1,2160.0,1300,860.0
O00105,2025-01-05,C0733,Isha Khan,Female,40,Chennai,Tamil Nadu,South,P007,Bookshelf,Furniture,2,7000,0.1,12600.0,9600,3000.0
O00106,2025-12-28,C0100,Nikhil Kapoor,Female,56,Kolkata,West Bengal,East,P004,Smart Watch,Electronics,4,6500,0.0,26000.0,16000,10000.0
O00107,2025-07-01,C0952,Rohan Desai,Female,38,Chennai,Tamil Nadu,South,P004,Smart Watch,Electronics,1,6500,0.2,5200.0,4000,1200.0
O00108,2025-04-22,C0479,Aarav Singh,Male,51,Bhubaneswar,Odisha,East,P018,Wall Clock,Home Decor,1,1500,0.15,1275.0,800,475.0
O00109,2025-09-30,C0617,Meera Singh,Male,44,Jaipur,Rajasthan,North,P017,Table Lamp,Home Decor,4,1800,0.0,7200.0,3800,3400.0
O00110,2025-09-22,C0076,Rahul Joshi,Female,23,Lucknow,Uttar Pradesh,North,P009,Running Shoes,Sports,1,4500,0.0,4500.0,2700,1800.0
O00111,2025-07-31,C0775,Sneha Desai,Female,23,Ahmedabad,Gujarat,West,P003,Headphones,Electronics,1,2500,0.0,2500.0,1400,1100.0
O00112,2025-03-19,C0744,Nikhil Joshi,Male,38,Ahmedabad,Gujarat,West,P008,Backpack,Accessories,1,2200,0.1,1980.0,1200,780.0
O00113,2025-09-27,C0529,Rahul Singh,Female,51,Lucknow,Uttar Pradesh,North,P013,Mixer Grinder,Home Appliances,1,4200,0.1,3780.0,2700,1080.0
O00114,2025-06-03,C0384,Rahul Shah,Female,26,Chennai,Tamil Nadu,South,P009,Running Shoes,Sports,5,4500,0.1,20250.0,13500,6750.0
O00115,2025-08-09,C0602,Vikram Shah,Female,53,Delhi,Delhi,North,P016,Jacket,Fashion,1,4500,0.05,4275.0,2700,1575.0
O00116,2025-12-13,C0004,Rohan Shah,Male,38,Mumbai,Maharashtra,West,P020,Notebook Set,Stationery,4,500,0.1,1800.0,880,920.0
O00117,2025-01-25,C0468,Raj Mehta,Male,50,Kolkata,West Bengal,East,P003,Headphones,Electronics,5,2500,0.1,11250.0,7000,4250.0
O00118,2025-12-20,C0755,Arjun Reddy,Male,49,Kolkata,West Bengal,East,P009,Running Shoes,Sports,2,4500,0.0,9000.0,5400,3600.0
O00119,2025-07-27,C0261,Sneha Nair,Female,18,Mumbai,Maharashtra,West,P009,Running Shoes,Sports,1,4500,0.05,4275.0,2700,1575.0
O00120,2025-01-03,C0074,Simran Nair,Male,52,Bengaluru,Karnataka,South,P006,Desk,Furniture,1,12000,0.0,12000.0,8500,3500.0
O00121,2025-08-03,C0314,Rahul Gupta,Female,23,Jaipur,Rajasthan,North,P004,Smart Watch,Electronics,1,6500,0.2,5200.0,4000,1200.0
O00122,2025-04-22,C0608,Meera Iyer,Female,38,Lucknow,Uttar Pradesh,North,P002,Smartphone,Electronics,1,28000,0.15,23800.0,21500,2300.0
O00123,2025-07-11,C0074,Simran Nair,Male,52,Bengaluru,Karnataka,South,P019,Cushion Set,Home Decor,2,1200,0.25,1800.0,1200,600.0
O00124,2025-02-16,C0145,Aarav Khan,Female,23,Bengaluru,Karnataka,South,P009,Running Shoes,Sports,1,4500,0.05,4275.0,2700,1575.0
O00125,2025-08-09,C0102,Simran Reddy,Male,18,Kochi,Kerala,South,P010,Yoga Mat,Sports,4,1200,0.2,3840.0,2600,1240.0
O00126,2025-07-06,C0690,Priya Shah,Female,44,Jaipur,Rajasthan,North,P019,Cushion Set,Home Decor,2,1200,0.1,2160.0,1200,960.0
O00127,2025-02-19,C0043,Isha Nair,Male,48,Kolkata,West Bengal,East,P016,Jacket,Fashion,2,4500,0.1,8100.0,5400,2700.0
O00128,2025-07-16,C0564,Simran Khan,Male,54,Ahmedabad,Gujarat,West,P003,Headphones,Electronics,3,2500,0.05,7125.0,4200,2925.0
O00129,2025-08-04,C0269,Aditi Verma,Male,42,Lucknow,Uttar Pradesh,North,P011,Coffee Maker,Home Appliances,1,5500,0.15,4675.0,3400,1275.0
O00130,2025-08-09,C0641,Aarav Joshi,Female,34,Bhubaneswar,Odisha,East,P009,Running Shoes,Sports,1,4500,0.2,3600.0,2700,900.0
O00131,2025-03-31,C0934,Simran Sharma,Male,44,Hyderabad,Telangana,South,P016,Jacket,Fashion,1,4500,0.05,4275.0,2700,1575.0
O00132,2025-08-20,C0079,Ananya Nair,Female,26,Ahmedabad,Gujarat,West,P015,Jeans,Fashion,1,2500,0.05,2375.0,1400,975.0
O00133,2025-11-19,C0227,Neha Nair,Female,55,Ahmedabad,Gujarat,West,P014,T-Shirt,Fashion,2,1200,0.15,2040.0,1300,740.0
O00134,2025-09-15,C0707,Aditi Joshi,Male,20,Bhubaneswar,Odisha,East,P007,Bookshelf,Furniture,1,7000,0.25,5250.0,4800,450.0
O00135,2025-06-02,C0190,Aarav Desai,Female,41,Pune,Maharashtra,West,P016,Jacket,Fashion,1,4500,0.15,3825.0,2700,1125.0
O00136,2025-09-13,C0151,Arjun Desai,Male,40,Bhubaneswar,Odisha,East,P001,Laptop,Electronics,5,55000,0.05,261250.0,210000,51250.0
O00137,2025-09-15,C0726,Sneha Verma,Male,45,Lucknow,Uttar Pradesh,North,P003,Headphones,Electronics,1,2500,0.1,2250.0,1400,850.0
O00138,2025-03-06,C0975,Arjun Reddy,Female,27,Mumbai,Maharashtra,West,P007,Bookshelf,Furniture,2,7000,0.1,12600.0,9600,3000.0
O00139,2025-07-09,C0434,Rahul Desai,Male,55,Jaipur,Rajasthan,North,P002,Smartphone,Electronics,1,28000,0.2,22400.0,21500,900.0
O00140,2025-04-01,C0199,Neha Kapoor,Female,24,Ahmedabad,Gujarat,West,P004,Smart Watch,Electronics,1,6500,0.15,5525.0,4000,1525.0
O00141,2025-06-22,C0295,Raj Singh,Female,51,Jaipur,Rajasthan,North,P017,Table Lamp,Home Decor,2,1800,0.1,3240.0,1900,1340.0
O00142,2025-09-04,C0119,Amit Sharma,Male,38,Ahmedabad,Gujarat,West,P020,Notebook Set,Stationery,4,500,0.05,1900.0,880,1020.0
O00143,2025-09-13,C0648,Aarav Reddy,Male,18,Hyderabad,Telangana,South,P006,Desk,Furniture,1,12000,0.2,9600.0,8500,1100.0
O00144,2025-04-26,C0662,Aarav Singh,Male,58,Hyderabad,Telangana,South,P005,Office Chair,Furniture,1,8500,0.15,7225.0,6000,1225.0
O00145,2025-02-18,C0793,Karan Patel,Female,20,Pune,Maharashtra,West,P005,Office Chair,Furniture,1,8500,0.25,6375.0,6000,375.0
O00146,2025-08-15,C0018,Varun Reddy,Female,58,Pune,Maharashtra,West,P005,Office Chair,Furniture,1,8500,0.1,7650.0,6000,1650.0
O00147,2025-03-10,C0439,Vikram Shah,Male,34,Delhi,Delhi,North,P001,Laptop,Electronics,1,55000,0.15,46750.0,42000,4750.0
O00148,2025-05-06,C0151,Arjun Desai,Male,40,Bhubaneswar,Odisha,East,P019,Cushion Set,Home Decor,2,1200,0.15,2040.0,1200,840.0
O00149,2025-08-01,C0248,Rahul Nair,Male,43,Mumbai,Maharashtra,West,P004,Smart Watch,Electronics,1,6500,0.05,6175.0,4000,2175.0
O00150,2025-02-22,C0676,Varun Sharma,Male,22,Hyderabad,Telangana,South,P009,Running Shoes,Sports,1,4500,0.25,3375.0,2700,675.0
O00151,2025-04-22,C0134,Isha Shah,Female,45,Bhubaneswar,Odisha,East,P001,Laptop,Electronics,2,55000,0.0,110000.0,84000,26000.0
O00152,2025-06-08,C0514,Nikhil Desai,Female,28,Chennai,Tamil Nadu,South,P018,Wall Clock,Home Decor,1,1500,0.15,1275.0,800,475.0
O00153,2025-08-28,C0530,Varun Iyer,Male,32,Delhi,Delhi,North,P015,Jeans,Fashion,1,2500,0.25,1875.0,1400,475.0
O00154,2025-05-30,C0916,Sneha Mehta,Male,56,Lucknow,Uttar Pradesh,North,P020,Notebook Set,Stationery,5,500,0.05,2375.0,1100,1275.0
O00155,2025-05-19,C0664,Kavya Patel,Male,21,Mumbai,Maharashtra,West,P016,Jacket,Fashion,1,4500,0.0,3825.0,2700,1125.0
O00156,2025-04-23,C0699,Amit Sharma,Female,57,Bengaluru,Karnataka,South,P006,Desk,Furniture,2,12000,0.1,21600.0,17000,4600.0
O00157,2025-05-23,C0411,Raj Reddy,Female,27,Ahmedabad,Gujarat,West,P005,Office Chair,Furniture,1,8500,0.15,7225.0,6000,1225.0
O00158,2025-05-18,C0131,Meera Joshi,Female,38,Kochi,Kerala,South,P014,T-Shirt,Fashion,1,1200,0.2,960.0,650,310.0
O00159,2025-10-31,C0318,Simran Sharma,Female,28,Jaipur,Rajasthan,North,P008,Backpack,Accessories,1,2200,0.1,1980.0,1200,780.0
O00160,2025-01-31,C0428,Arjun Verma,Female,41,Delhi,Delhi,North,P011,Coffee Maker,Home Appliances,1,5500,0.15,4675.0,3400,1275.0
O00161,2025-10-20,C0555,Rahul Iyer,Male,45,Chennai,Tamil Nadu,South,P001,Laptop,Electronics,1,55000,0.05,52250.0,42000,10250.0
O00162,2025-04-18,C0483,Vikram Joshi,Male,32,Kolkata,West Bengal,East,P002,Smartphone,Electronics,1,28000,0.05,26600.0,21500,5100.0
O00163,2025-10-11,C0291,Sneha Desai,Female,35,Chennai,Tamil Nadu,South,P011,Coffee Maker,Home Appliances,3,5500,0.1,14850.0,10200,4650.0
O00164,2025-06-08,C0189,Nikhil Khan,Male,58,Mumbai,Maharashtra,West,P011,Coffee Maker,Home Appliances,2,5500,0.15,9350.0,6800,2550.0
O00165,2025-11-22,C0117,Rahul Mehta,Female,54,Kochi,Kerala,South,P015,Jeans,Fashion,1,2500,0.05,2375.0,1400,975.0
O00166,2025-01-14,C0572,Amit Iyer,Female,23,Kochi,Kerala,South,P003,Headphones,Electronics,2,2500,0.15,4250.0,2800,1450.0
O00167,2025-05-02,C0521,Amit Desai,Male,43,Delhi,Delhi,North,P010,Yoga Mat,Sports,3,1200,0.1,3240.0,1950,1290.0
O00168,2025-08-03,C0565,Raj Nair,Male,42,Kochi,Kerala,South,P004,Smart Watch,Electronics,2,6500,0.15,11050.0,8000,3050.0
O00169,2025-09-29,C0274,Ananya Desai,Male,49,Kolkata,West Bengal,East,P002,Smartphone,Electronics,1,28000,0.0,28000.0,21500,6500.0
O00170,2025-01-25,C0187,Aditi Iyer,Female,29,Ahmedabad,Gujarat,West,P009,Running Shoes,Sports,3,4500,0.15,11475.0,8100,3375.0
O00171,2025-11-18,C0646,Raj Singh,Male,35,Bengaluru,Karnataka,South,P003,Headphones,Electronics,1,2500,0.15,2125.0,1400,725.0
O00172,2025-10-21,C0662,Aarav Singh,Male,58,Hyderabad,Telangana,South,P004,Smart Watch,Electronics,1,6500,0.2,5200.0,4000,1200.0
O00173,2025-06-18,C0343,Arjun Verma,Female,38,Kochi,Kerala,South,P006,Desk,Furniture,2,12000,0.15,20400.0,17000,3400.0
O00174,2025-04-13,C0487,Priya Patel,Female,43,Kochi,Kerala,South,P005,Office Chair,Furniture,3,8500,0.15,21675.0,18000,3675.0
O00175,2025-12-20,C0274,Ananya Desai,Male,49,Kolkata,West Bengal,East,P002,Smartphone,Electronics,4,28000,0.2,89600.0,86000,3600.0
O00176,2025-02-09,C0581,Karan Khan,Male,51,Jaipur,Rajasthan,North,P002,Smartphone,Electronics,4,28000,0.15,95200.0,86000,9200.0
